zip,state,county,lat,lng
62999,IL,Franklin County,37.89,-89.05
62999,IL,Franklin County,37.89,-89.05
62999,IL,Franklin County,37.89,-89.05
63005,MO,St Louis County,38.65,-90.58
63005,MO,St Louis County,38.65,-90.58
63010,MO,Jefferson County,38.42,-90.36
63010,MO,Jefferson County,38.42,-90.36
63011,MO,St Louis County,38.59,-90.55
63011,MO,St Louis County,38.59,-90.55
63012,MO,Jefferson County,38.33,-90.4
63012,MO,Jefferson County,38.33,-90.4
63013,MO,Franklin County,38.41,-91.19
63013,MO,Franklin County,38.41,-91.19
63013,MO,Franklin County,38.41,-91.19
63014,MO,Franklin County,38.67,-91.33
63014,MO,Franklin County,38.67,-91.33
63014,MO,Franklin County,38.67,-91.33
63015,MO,Franklin County,38.42,-90.78
63015,MO,Franklin County,38.42,-90.78
63015,MO,Franklin County,38.42,-90.78
63016,MO,Jefferson County,38.35,-90.64
63016,MO,Jefferson County,38.35,-90.64
63017,MO,St Louis County,38.65,-90.58
63017,MO,St Louis County,38.65,-90.58
63019,MO,Jefferson County,38.22,-90.38
63019,MO,Jefferson County,38.22,-90.38
63020,MO,Jefferson County,38.13,-90.56
63020,MO,Jefferson County,38.13,-90.56
63021,MO,St Louis County,38.59,-90.55
63021,MO,St Louis County,38.59,-90.55
63023,MO,Jefferson County,38.33,-90.68
63023,MO,Jefferson County,38.33,-90.68
63025,MO,St Louis County,38.5,-90.64
63025,MO,St Louis County,38.5,-90.64
63026,MO,St Louis County,38.53,-90.45
63026,MO,St Louis County,38.53,-90.45
63028,MO,Jefferson County,38.22,-90.4
63028,MO,Jefferson County,38.22,-90.4
63030,MO,Washington County,38.16,-90.73
63030,MO,Washington County,38.16,-90.73
63031,MO,St Louis County,38.79,-90.32
63031,MO,St Louis County,38.79,-90.32
63033,MO,St Louis County,38.79,-90.32
63033,MO,St Louis County,38.79,-90.32
63034,MO,St Louis County,38.79,-90.32
63034,MO,St Louis County,38.79,-90.32
63036,MO,St Francois County,37.97,-90.38
63036,MO,St Francois County,37.97,-90.38
63037,MO,Franklin County,38.39,-91.33
63037,MO,Franklin County,38.39,-91.33
63037,MO,Franklin County,38.39,-91.33
63038,MO,St Louis County,38.57,-90.63
63038,MO,St Louis County,38.57,-90.63
63039,MO,Franklin County,38.49,-90.81
63039,MO,Franklin County,38.49,-90.81
63039,MO,Franklin County,38.49,-90.81
63040,MO,St Louis County,38.57,-90.65
63040,MO,St Louis County,38.57,-90.65
63041,MO,Franklin County,38.28,-90.75
63041,MO,Franklin County,38.28,-90.75
63041,MO,Franklin County,38.28,-90.75
63042,MO,St Louis County,38.77,-90.35
63042,MO,St Louis County,38.77,-90.35
63043,MO,St Louis County,38.72,-90.47
63043,MO,St Louis County,38.72,-90.47
63044,MO,St Louis County,38.76,-90.42
63044,MO,St Louis County,38.76,-90.42
63045,MO,St Louis County,38.77,-90.46
63045,MO,St Louis County,38.77,-90.46
63047,MO,Jefferson County,38.2,-90.48
63047,MO,Jefferson County,38.2,-90.48
63048,MO,Jefferson County,38.25,-90.38
63048,MO,Jefferson County,38.25,-90.38
63049,MO,Jefferson County,38.46,-90.53
63049,MO,Jefferson County,38.46,-90.53
63050,MO,Jefferson County,38.23,-90.56
63050,MO,Jefferson County,38.23,-90.56
63051,MO,Jefferson County,38.41,-90.56
63051,MO,Jefferson County,38.41,-90.56
63052,MO,Jefferson County,38.36,-90.37
63052,MO,Jefferson County,38.36,-90.37
63053,MO,Jefferson County,38.36,-90.36
63053,MO,Jefferson County,38.36,-90.36
63055,MO,Franklin County,38.53,-90.87
63055,MO,Franklin County,38.53,-90.87
63055,MO,Franklin County,38.53,-90.87
63056,MO,Franklin County,38.41,-91.23
63056,MO,Franklin County,38.41,-91.23
63056,MO,Franklin County,38.41,-91.23
63057,MO,Jefferson County,38.33,-90.43
63057,MO,Jefferson County,38.33,-90.43
63060,MO,Franklin County,38.3,-90.82
63060,MO,Franklin County,38.3,-90.82
63060,MO,Franklin County,38.3,-90.82
63061,MO,Franklin County,38.26,-90.79
63061,MO,Franklin County,38.26,-90.79
63061,MO,Franklin County,38.26,-90.79
63065,MO,Jefferson County,38.24,-90.48
63065,MO,Jefferson County,38.24,-90.48
63066,MO,Jefferson County,38.27,-90.65
63066,MO,Jefferson County,38.27,-90.65
63068,MO,Franklin County,38.6,-91.21
63068,MO,Franklin County,38.6,-91.21
63068,MO,Franklin County,38.6,-91.21
63069,MO,Franklin County,38.47,-90.75
63069,MO,Franklin County,38.47,-90.75
63069,MO,Franklin County,38.47,-90.75
63070,MO,Jefferson County,38.28,-90.39
63070,MO,Jefferson County,38.28,-90.39
63071,MO,Washington County,38.16,-90.83
63071,MO,Washington County,38.16,-90.83
63072,MO,Franklin County,38.41,-90.81
63072,MO,Franklin County,38.41,-90.81
63072,MO,Franklin County,38.41,-90.81
63073,MO,Franklin County,38.57,-90.77
63073,MO,Franklin County,38.57,-90.77
63073,MO,Franklin County,38.57,-90.77
63074,MO,St Louis County,38.72,-90.38
63074,MO,St Louis County,38.72,-90.38
63077,MO,Franklin County,38.35,-90.98
63077,MO,Franklin County,38.35,-90.98
63077,MO,Franklin County,38.35,-90.98
63079,MO,Franklin County,38.27,-91.1
63079,MO,Franklin County,38.27,-91.1
63079,MO,Franklin County,38.27,-91.1
63080,MO,Crawford County,38.21,-91.16
63084,MO,Franklin County,38.44,-91.01
63084,MO,Franklin County,38.44,-91.01
63084,MO,Franklin County,38.44,-91.01
63087,MO,St Francois County,38,-90.45
63087,MO,St Francois County,38,-90.45
63088,MO,St Louis County,38.55,-90.48
63088,MO,St Louis County,38.55,-90.48
63089,MO,Franklin County,38.47,-90.88
63089,MO,Franklin County,38.47,-90.88
63089,MO,Franklin County,38.47,-90.88
63090,MO,Franklin County,38.55,-91.01
63090,MO,Franklin County,38.55,-91.01
63090,MO,Franklin County,38.55,-91.01
63091,MO,Gasconade County,38.38,-91.4
63101,MO,St Louis City,38.63,-90.24
63101,MO,St Louis City,38.63,-90.24
63102,MO,St Louis City,38.63,-90.24
63102,MO,St Louis City,38.63,-90.24
63103,MO,St Louis City,38.63,-90.24
63103,MO,St Louis City,38.63,-90.24
63104,MO,St Louis City,38.63,-90.24
63104,MO,St Louis City,38.63,-90.24
63105,MO,St Louis County,38.63,-90.24
63105,MO,St Louis County,38.63,-90.24
63106,MO,St Louis City,38.63,-90.24
63106,MO,St Louis City,38.63,-90.24
63107,MO,St Louis City,38.63,-90.24
63107,MO,St Louis City,38.63,-90.24
63108,MO,St Louis City,38.63,-90.24
63108,MO,St Louis City,38.63,-90.24
63109,MO,St Louis City,38.63,-90.24
63109,MO,St Louis City,38.63,-90.24
63110,MO,St Louis City,38.63,-90.24
63110,MO,St Louis City,38.63,-90.24
63111,MO,St Louis City,38.63,-90.24
63111,MO,St Louis City,38.63,-90.24
63112,MO,St Louis City,38.63,-90.24
63112,MO,St Louis City,38.63,-90.24
63113,MO,St Louis City,38.63,-90.24
63113,MO,St Louis City,38.63,-90.24
63114,MO,St Louis County,38.63,-90.24
63114,MO,St Louis County,38.63,-90.24
63115,MO,St Louis City,38.63,-90.24
63115,MO,St Louis City,38.63,-90.24
63116,MO,St Louis City,38.63,-90.24
63116,MO,St Louis City,38.63,-90.24
63117,MO,St Louis County,38.63,-90.24
63117,MO,St Louis County,38.63,-90.24
63118,MO,St Louis City,38.63,-90.24
63118,MO,St Louis City,38.63,-90.24
63119,MO,St Louis County,38.63,-90.24
63119,MO,St Louis County,38.63,-90.24
63120,MO,St Louis City,38.63,-90.24
63120,MO,St Louis City,38.63,-90.24
63121,MO,St Louis County,38.63,-90.24
63121,MO,St Louis County,38.63,-90.24
63122,MO,St Louis County,38.63,-90.24
63122,MO,St Louis County,38.63,-90.24
63123,MO,St Louis County,38.63,-90.24
63123,MO,St Louis County,38.63,-90.24
63124,MO,St Louis County,38.63,-90.24
63124,MO,St Louis County,38.63,-90.24
63125,MO,St Louis County,38.63,-90.24
63125,MO,St Louis County,38.63,-90.24
63126,MO,St Louis County,38.63,-90.24
63126,MO,St Louis County,38.63,-90.24
63127,MO,St Louis County,38.63,-90.24
63127,MO,St Louis County,38.63,-90.24
63128,MO,St Louis County,38.63,-90.24
63128,MO,St Louis County,38.63,-90.24
63129,MO,St Louis County,38.63,-90.24
63129,MO,St Louis County,38.63,-90.24
63130,MO,St Louis County,38.63,-90.24
63130,MO,St Louis County,38.63,-90.24
63131,MO,St Louis County,38.63,-90.24
63131,MO,St Louis County,38.63,-90.24
63132,MO,St Louis County,38.63,-90.24
63132,MO,St Louis County,38.63,-90.24
63133,MO,St Louis County,38.63,-90.24
63133,MO,St Louis County,38.63,-90.24
63134,MO,St Louis County,38.63,-90.24
63134,MO,St Louis County,38.63,-90.24
63135,MO,St Louis County,38.63,-90.24
63135,MO,St Louis County,38.63,-90.24
63136,MO,St Louis County,38.63,-90.24
63136,MO,St Louis County,38.63,-90.24
63137,MO,St Louis County,38.63,-90.24
63137,MO,St Louis County,38.63,-90.24
63138,MO,St Louis County,38.63,-90.24
63138,MO,St Louis County,38.63,-90.24
63139,MO,St Louis City,38.63,-90.24
63139,MO,St Louis City,38.63,-90.24
63140,MO,St Louis County,38.63,-90.24
63140,MO,St Louis County,38.63,-90.24
63141,MO,St Louis County,38.63,-90.24
63141,MO,St Louis County,38.63,-90.24
63143,MO,St Louis County,38.63,-90.24
63143,MO,St Louis County,38.63,-90.24
63144,MO,St Louis County,38.63,-90.24
63144,MO,St Louis County,38.63,-90.24
63145,MO,St Louis County,38.63,-90.24
63145,MO,St Louis County,38.63,-90.24
63146,MO,St Louis County,38.63,-90.24
63146,MO,St Louis County,38.63,-90.24
63147,MO,St Louis City,38.63,-90.24
63147,MO,St Louis City,38.63,-90.24
63301,MO,St Charles County,38.79,-90.51
63301,MO,St Charles County,38.79,-90.51
63303,MO,St Charles County,38.79,-90.51
63303,MO,St Charles County,38.79,-90.51
63304,MO,St Charles County,38.79,-90.51
63304,MO,St Charles County,38.79,-90.51
63330,MO,Pike County,39.26,-90.82
63332,MO,St Charles County,38.57,-90.88
63332,MO,St Charles County,38.57,-90.88
63333,MO,Montgomery County,39,-91.35
63334,MO,Pike County,39.33,-91.19
63336,MO,Pike County,39.37,-90.9
63339,MO,Pike County,39.34,-91.34
63341,MO,St Charles County,38.63,-90.78
63341,MO,St Charles County,38.63,-90.78
63342,MO,Warren County,38.6,-90.99
63342,MO,Warren County,38.6,-90.99
63343,MO,Lincoln County,39.17,-90.78
63343,MO,Lincoln County,39.17,-90.78
63344,MO,Pike County,39.23,-91.01
63345,MO,Audrain County,39.27,-91.57
63347,MO,Lincoln County,39.04,-90.74
63347,MO,Lincoln County,39.04,-90.74
63348,MO,St Charles County,38.81,-90.96
63348,MO,St Charles County,38.81,-90.96
63349,MO,Lincoln County,38.97,-91.13
63349,MO,Lincoln County,38.97,-91.13
63350,MO,Montgomery County,38.87,-91.37
63351,MO,Montgomery County,38.85,-91.3
63352,MO,Audrain County,39.24,-91.64
63353,MO,Pike County,39.44,-91.05
63357,MO,Warren County,38.62,-91.05
63357,MO,Warren County,38.62,-91.05
63359,MO,Montgomery County,39.12,-91.41
63361,MO,Montgomery County,38.97,-91.5
63362,MO,Lincoln County,38.94,-90.91
63362,MO,Lincoln County,38.94,-90.91
63363,MO,Montgomery County,38.9,-91.44
63366,MO,St Charles County,38.78,-90.7
63366,MO,St Charles County,38.78,-90.7
63367,MO,St Charles County,38.78,-90.78
63367,MO,St Charles County,38.78,-90.78
63368,MO,St Charles County,38.78,-90.7
63368,MO,St Charles County,38.78,-90.7
63369,MO,Lincoln County,38.93,-90.74
63369,MO,Lincoln County,38.93,-90.74
63370,MO,Lincoln County,39.08,-91.24
63370,MO,Lincoln County,39.08,-91.24
63373,MO,St Charles County,38.92,-90.34
63373,MO,St Charles County,38.92,-90.34
63376,MO,St Charles County,38.77,-90.6
63376,MO,St Charles County,38.77,-90.6
63377,MO,Lincoln County,39.12,-91.05
63377,MO,Lincoln County,39.12,-91.05
63378,MO,Warren County,38.64,-91.18
63378,MO,Warren County,38.64,-91.18
63379,MO,Lincoln County,38.97,-90.98
63379,MO,Lincoln County,38.97,-90.98
63381,MO,Warren County,39,-91.24
63381,MO,Warren County,39,-91.24
63382,MO,Audrain County,39.3,-91.49
63383,MO,Warren County,38.82,-91.14
63383,MO,Warren County,38.82,-91.14
63384,MO,Montgomery County,39.07,-91.56
63385,MO,St Charles County,38.81,-90.85
63385,MO,St Charles County,38.81,-90.85
63386,MO,St Charles County,38.86,-90.22
63386,MO,St Charles County,38.86,-90.22
63387,MO,Lincoln County,39.18,-91.01
63387,MO,Lincoln County,39.18,-91.01
63388,MO,Callaway County,38.91,-91.7
63389,MO,Lincoln County,38.99,-90.73
63389,MO,Lincoln County,38.99,-90.73
63390,MO,Warren County,38.82,-91.02
63390,MO,Warren County,38.82,-91.02
63401,MO,Marion County,39.7,-91.38
63430,MO,Clark County,40.35,-91.45
63431,MO,Macon County,39.75,-92.35
63432,MO,Scotland County,40.46,-92.01
63433,MO,Pike County,39.54,-91.17
63434,MO,Shelby County,39.87,-92.02
63435,MO,Lewis County,40.12,-91.52
63436,MO,Ralls County,39.5,-91.52
63437,MO,Shelby County,39.74,-92.26
63438,MO,Lewis County,39.95,-91.67
63439,MO,Shelby County,39.79,-91.86
63440,MO,Lewis County,40,-91.71
63441,MO,Pike County,39.49,-91.32
63442,MO,Scotland County,40.46,-91.97
63443,MO,Shelby County,39.66,-91.85
63445,MO,Clark County,40.42,-91.71
63446,MO,Knox County,40.14,-92.01
63447,MO,Lewis County,40.11,-91.91
63448,MO,Lewis County,40.03,-91.52
63450,MO,Shelby County,39.72,-92.14
63451,MO,Shelby County,39.89,-92.18
63452,MO,Lewis County,40.08,-91.81
63453,MO,Clark County,40.45,-91.88
63454,MO,Marion County,39.95,-91.6
63456,MO,Ralls County,39.65,-91.73
63457,MO,Lewis County,40.11,-91.71
63458,MO,Knox County,39.99,-91.97
63459,MO,Ralls County,39.58,-91.39
63460,MO,Knox County,40.01,-92.2
63461,MO,Marion County,39.79,-91.52
63462,MO,Ralls County,39.43,-91.66
63463,MO,Marion County,39.83,-91.73
63464,MO,Knox County,39.97,-92.08
63465,MO,Clark County,40.49,-91.67
63466,MO,Clark County,40.31,-91.66
63467,MO,Ralls County,39.64,-91.26
63468,MO,Shelby County,39.69,-92.03
63469,MO,Shelby County,39.8,-92.03
63471,MO,Marion County,39.93,-91.52
63472,MO,Clark County,40.39,-91.58
63473,MO,Lewis County,40.2,-91.86
63474,MO,Clark County,40.39,-91.92
63501,MO,Adair County,40.19,-92.57
63530,MO,Macon County,39.89,-92.47
63531,MO,Knox County,40.24,-92.2
63532,MO,Macon County,39.74,-92.56
63533,MO,Adair County,40.14,-92.37
63534,MO,Macon County,39.76,-92.62
63535,MO,Schuyler County,40.58,-92.63
63536,MO,Schuyler County,40.48,-92.36
63537,MO,Knox County,40.16,-92.17
63538,MO,Macon County,39.95,-92.64
63539,MO,Macon County,39.89,-92.74
63540,MO,Adair County,40.09,-92.41
63541,MO,Schuyler County,40.52,-92.57
63543,MO,Scotland County,40.35,-92
63544,MO,Sullivan County,40.26,-92.87
63545,MO,Sullivan County,40.26,-92.95
63546,MO,Adair County,40.35,-92.56
63547,MO,Knox County,40.15,-92.3
63548,MO,Schuyler County,40.52,-92.53
63549,MO,Macon County,40.02,-92.49
63551,MO,Putnam County,40.49,-92.69
63552,MO,Macon County,39.73,-92.47
63555,MO,Scotland County,40.46,-92.16
63556,MO,Sullivan County,40.2,-93.12
63557,MO,Linn County,39.95,-92.88
63557,MO,Linn County,39.95,-92.88
63558,MO,Macon County,39.77,-92.75
63559,MO,Adair County,40.23,-92.7
63560,MO,Sullivan County,40.35,-93.08
63561,MO,Schuyler County,40.41,-92.57
63563,MO,Scotland County,40.31,-92.08
63565,MO,Putnam County,40.47,-93
63566,MO,Sullivan County,40.05,-92.9
63567,MO,Putnam County,40.4,-92.68
63601,MO,St Francois County,37.84,-90.52
63601,MO,St Francois County,37.84,-90.52
63620,MO,Iron County,37.35,-90.69
63621,MO,Iron County,37.58,-90.62
63622,MO,Washington County,37.78,-90.84
63622,MO,Washington County,37.78,-90.84
63623,MO,Iron County,37.68,-90.75
63624,MO,St Francois County,37.76,-90.62
63624,MO,St Francois County,37.76,-90.62
63625,MO,Reynolds County,37.53,-90.93
63626,MO,Washington County,38.04,-90.62
63626,MO,Washington County,38.04,-90.62
63628,MO,St Francois County,37.92,-90.54
63628,MO,St Francois County,37.92,-90.54
63629,MO,Reynolds County,37.45,-91.21
63630,MO,Washington County,37.98,-90.68
63630,MO,Washington County,37.98,-90.68
63631,MO,Washington County,37.76,-90.77
63631,MO,Washington County,37.76,-90.77
63632,MO,Wayne County,37.29,-90.27
63633,MO,Reynolds County,37.43,-90.96
63636,MO,Iron County,37.28,-90.63
63637,MO,St Francois County,37.74,-90.5
63637,MO,St Francois County,37.74,-90.5
63638,MO,Reynolds County,37.23,-90.97
63640,MO,St Francois County,37.78,-90.42
63640,MO,St Francois County,37.78,-90.42
63645,MO,Madison County,37.56,-90.29
63645,MO,Madison County,37.56,-90.29
63648,MO,Washington County,37.83,-90.67
63648,MO,Washington County,37.83,-90.67
63650,MO,Iron County,37.59,-90.63
63651,MO,St Francois County,37.68,-90.38
63651,MO,St Francois County,37.68,-90.38
63653,MO,St Francois County,37.86,-90.58
63653,MO,St Francois County,37.86,-90.58
63654,MO,Reynolds County,37.45,-90.82
63655,MO,Madison County,37.42,-90.16
63655,MO,Madison County,37.42,-90.16
63656,MO,Iron County,37.69,-90.68
63660,MO,Washington County,37.94,-90.72
63660,MO,Washington County,37.94,-90.72
63662,MO,Bollinger County,37.41,-90.06
63663,MO,Iron County,37.62,-90.64
63664,MO,Washington County,37.93,-90.78
63664,MO,Washington County,37.93,-90.78
63665,MO,Reynolds County,37.32,-90.89
63666,MO,Reynolds County,37.4,-91.06
63674,MO,Washington County,38.01,-90.75
63674,MO,Washington County,38.01,-90.75
63675,MO,Iron County,37.3,-90.66
63701,MO,Cape Girardeau County,37.3,-89.55
63702,MO,Cape Girardeau County,37.3,-89.55
63703,MO,Cape Girardeau County,37.3,-89.55
63730,MO,Stoddard County,37.1,-89.91
63732,MO,Perry County,37.63,-89.58
63735,MO,Stoddard County,37.02,-89.81
63736,MO,Scott County,37.09,-89.56
63737,MO,Perry County,37.71,-89.89
63738,MO,Stoddard County,37.07,-89.96
63739,MO,Cape Girardeau County,37.35,-89.81
63740,MO,Scott County,37.18,-89.66
63742,MO,Scott County,37.15,-89.44
63743,MO,Cape Girardeau County,37.51,-89.82
63744,MO,Cape Girardeau County,37.19,-89.73
63745,MO,Cape Girardeau County,37.25,-89.65
63746,MO,Perry County,37.71,-89.89
63747,MO,Cape Girardeau County,37.55,-89.84
63748,MO,Perry County,37.63,-89.62
63750,MO,Bollinger County,37.13,-90.19
63751,MO,Bollinger County,37.31,-90.02
63752,MO,Cape Girardeau County,37.31,-89.67
63755,MO,Cape Girardeau County,37.38,-89.65
63758,MO,Scott County,37.19,-89.55
63760,MO,Bollinger County,37.26,-89.91
63763,MO,Wayne County,37.03,-90.18
63764,MO,Bollinger County,37.3,-89.98
63766,MO,Cape Girardeau County,37.44,-89.8
63767,MO,Scott County,37.04,-89.61
63769,MO,Cape Girardeau County,37.49,-89.72
63770,MO,Cape Girardeau County,37.59,-89.7
63771,MO,Scott County,37.08,-89.65
63774,MO,Scott County,37.09,-89.77
63775,MO,Perry County,37.72,-89.87
63776,MO,Perry County,37.71,-89.89
63779,MO,Cape Girardeau County,37.5,-89.63
63780,MO,Scott County,37.22,-89.53
63781,MO,Bollinger County,37.51,-89.9
63782,MO,Bollinger County,37.06,-90.01
63783,MO,Perry County,37.61,-89.71
63784,MO,Scott County,36.99,-89.68
63785,MO,Cape Girardeau County,37.23,-89.79
63787,MO,Bollinger County,37.14,-90.08
63801,MO,Scott County,36.88,-89.58
63820,MO,Mississippi County,36.82,-89.32
63821,MO,Dunklin County,36.05,-90.24
63822,MO,Stoddard County,36.67,-89.97
63823,MO,Mississippi County,36.9,-89.44
63824,MO,Scott County,37,-89.52
63825,MO,Stoddard County,36.88,-89.93
63826,MO,Pemiscot County,36.17,-89.82
63827,MO,Pemiscot County,36.26,-89.91
63828,MO,New Madrid County,36.75,-89.68
63829,MO,Dunklin County,36.04,-90.29
63830,MO,Pemiscot County,36.17,-89.66
63833,MO,Stoddard County,36.61,-89.7
63834,MO,Mississippi County,36.91,-89.33
63837,MO,Dunklin County,36.45,-89.96
63839,MO,Pemiscot County,36.04,-89.8
63840,MO,Pemiscot County,36.2,-89.88
63841,MO,Stoddard County,36.79,-89.96
63845,MO,Mississippi County,36.77,-89.38
63846,MO,Stoddard County,36.81,-89.86
63847,MO,Dunklin County,36.45,-90
63848,MO,New Madrid County,36.45,-89.91
63849,MO,Dunklin County,36.15,-89.93
63850,MO,Stoddard County,36.82,-89.78
63851,MO,Pemiscot County,36.23,-89.74
63852,MO,Dunklin County,36.4,-90.02
63853,MO,Pemiscot County,36.05,-89.87
63855,MO,Dunklin County,36.04,-90.11
63857,MO,Dunklin County,36.24,-90.04
63860,MO,New Madrid County,36.67,-89.56
63862,MO,New Madrid County,36.59,-89.61
63863,MO,Dunklin County,36.58,-89.97
63866,MO,New Madrid County,36.51,-89.6
63867,MO,New Madrid County,36.75,-89.58
63868,MO,New Madrid County,36.84,-89.69
63869,MO,New Madrid County,36.58,-89.54
63870,MO,New Madrid County,36.61,-89.81
63873,MO,New Madrid County,36.42,-89.69
63874,MO,New Madrid County,36.55,-89.81
63875,MO,Dunklin County,36.09,-89.96
63876,MO,Dunklin County,36.13,-90.16
63877,MO,Pemiscot County,36.08,-89.84
63878,MO,New Madrid County,36.5,-89.81
63879,MO,Pemiscot County,36.35,-89.81
63880,MO,Dunklin County,36.33,-90.02
63881,MO,Mississippi County,36.73,-89.21
63882,MO,Mississippi County,36.91,-89.22
63901,MO,Butler County,36.76,-90.4
63902,MO,Butler County,36.76,-90.4
63931,MO,Ripley County,36.64,-90.96
63932,MO,Butler County,36.7,-90.23
63933,MO,Dunklin County,36.49,-90.07
63934,MO,Wayne County,37.23,-90.36
63935,MO,Ripley County,36.62,-90.82
63936,MO,Stoddard County,36.78,-90.09
63937,MO,Carter County,36.93,-90.74
63938,MO,Butler County,36.56,-90.26
63939,MO,Ripley County,36.67,-90.64
63940,MO,Butler County,36.78,-90.2
63941,MO,Carter County,36.9,-91.16
63942,MO,Ripley County,36.56,-91.07
63943,MO,Carter County,36.82,-90.82
63944,MO,Wayne County,37.12,-90.44
63945,MO,Butler County,36.68,-90.57
63950,MO,Wayne County,37.24,-90.46
63951,MO,Wayne County,37.13,-90.25
63952,MO,Wayne County,37.06,-90.68
63953,MO,Ripley County,36.57,-90.6
63954,MO,Butler County,36.55,-90.51
63955,MO,Ripley County,36.58,-90.68
63956,MO,Wayne County,37.21,-90.57
63957,MO,Wayne County,37.14,-90.69
63960,MO,Stoddard County,36.95,-90.15
63961,MO,Butler County,36.59,-90.24
63962,MO,Butler County,36.84,-90.28
63963,MO,Wayne County,37.07,-90.32
63964,MO,Wayne County,37.2,-90.43
63965,MO,Carter County,37,-91.01
63966,MO,Wayne County,36.99,-90.27
63967,MO,Wayne County,36.97,-90.54
64001,MO,Lafayette County,39.09,-93.54
64001,MO,Lafayette County,39.09,-93.54
64002,MO,Jackson County,38.91,-94.38
64002,MO,Jackson County,38.91,-94.38
64011,MO,Lafayette County,39,-94.07
64011,MO,Lafayette County,39,-94.07
64012,MO,Cass County,38.81,-94.53
64012,MO,Cass County,38.81,-94.53
64013,MO,Jackson County,39.01,-94.28
64013,MO,Jackson County,39.01,-94.28
64014,MO,Jackson County,39.01,-94.28
64014,MO,Jackson County,39.01,-94.28
64015,MO,Jackson County,39.01,-94.28
64015,MO,Jackson County,39.01,-94.28
64016,MO,Jackson County,39.13,-94.19
64016,MO,Jackson County,39.13,-94.19
64017,MO,Ray County,39.2,-94.01
64017,MO,Ray County,39.2,-94.01
64018,MO,Platte County,39.45,-94.74
64018,MO,Platte County,39.45,-94.74
64019,MO,Johnson County,38.74,-93.84
64019,MO,Johnson County,38.74,-93.84
64020,MO,Lafayette County,38.98,-93.56
64020,MO,Lafayette County,38.98,-93.56
